name,battery,camera,display,processor,memory,warranty,price,rating,reviews
"Honor 9i (Aurora Blue, 64 GB)",3340 mAh Battery,16MP + 2MP | 13MP + 2MP Dual Front Camera,14.99 cm (5.9 inch) Full HD+ Display,Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",19999,4.3,10408
"OPPO A3s (Purple, 16 GB)",4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,Qualcomm Snapdragon 450 Processor,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,7490,4.4,2389
"Nokia 2.2 (Steel, 32 GB)",3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,14.5 cm (5.71 inch) HD+ Display,MediaTek Helio A22 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 400 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,6699,3.9,288
"OPPO A83 (Champagne, 16 GB)",3180 mAh Battery,13MP Rear Camera | 8MP Front Camera,14.48 cm (5.7 inch) HD Display,MT6763T Processor,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9490,4.2,36
"Samsung Galaxy S10 (Prism White, 512 GB)",3400 mAh Lithium-ion Battery,16MP + 12MP | 10MP Front Camera,15.49 cm (6.1 inch) Quad HD+ Display,Exynos 9 9820 Processor,8 GB RAM | 512 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,63400,4.6,175
"Forme R7 (Red&Black, 16 GB)",2500 mAh Battery,13MP Rear Camera,12.7 cm (5 inch) HD Display,Mediatek MTK6737 Quad-core Processor,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,1 Year Manufacturer Warranty on Handset and 6 Months on Accessories,3999,3.6,34
"OPPO F7 (Red, 128 GB)",3400 mAh Battery,16MP Rear Camera | 25MP Front Camera,15.82 cm (6.23 inch) Full HD+ Display,MTK P60 Octa Core 2.0 GHz Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,19990,4.5,380
"Honor 6 Plus (Black, 32 GB)",3600 mAh Battery,8MP + 8MP | 8MP Front Camera,13.97 cm (5.5 inch) Full HD Display,Hisilicon Kirin 925 Cortex-A15 + Cortex-A7 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",26499,3.9,169
"Samsung Galaxy S10 (Prism Blue, 128 GB)",3400 mAh Lithium-ion Battery,16MP + 12MP | 10MP Front Camera,15.49 cm (6.1 inch) Quad HD+ Display,Exynos 9 9820 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,57800,4.6,175
"Nokia 6.1 (Gold, Blue, 32 GB)",3000 mAh Battery,16MP Rear Camera,13.97 cm (5.5 inch) Full HD Display,Qualcomm Snapdragon 630 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile,8999,4.2,3457
"Samsung Galaxy M30 (Gradation Black, 128 GB)",5000 mAh Battery,16MP Rear Camera,16.26 cm (6.4 inch) Display,12 Months,6 GB RAM | 128 GB ROM,Null,15900,4.3,26
"Realme 3 Pro (Carbon Grey, 64 GB)",4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Dual Nano SIM Slot and Memory Card Slot,15999,4.5,14473
"Nokia 3 (Tempered Blue, 16 GB)",2630 mAh Battery,8MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) HD Display,MTK 6737 Processor,2 GB RAM | 16 GB ROM | Expandable Upto 128,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,5290,3.9,1301
"Samsung Galaxy M40 (Seawater Blue, 128 GB)",3500 mAh Battery,32MP Rear Camera,16.0 cm (6.3 inch) Display,1 Year Warranty,6 GB RAM | 128 GB ROM,Null,16489,4.2,52
"XOLO ERA 1X Pro (Gold, 16 GB)",2500 mAh Lithium Polymer Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,Spreadtrum Processor,2 GB RAM | 16 GB ROM,Brand Warranty of 1 Year,4761,3.8,798
"Gionee S10 Lite (Gold, 32 GB)",3100 mAh Battery,13MP Rear Camera | 16MP Front Camera,13.21 cm (5.2 inch) HD Display,Qualcomm Snapdragon MSM8920 Processor,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year on Mobile,6799,4.1,102
"Voto V2 (Rose Gold, 16 GB)",3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) HD Display,Spreadtrum SC9832 Cortex A7 Processor,2 GB RAM | 16 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4199,3.5,559
"Karbonn A9 Indian 4G VoLTE (White & Champagne, 8 GB)",1750 mAh Battery,5MP Rear Camera | 5MP Front Camera,11.43 cm (4.5 inch) Display,1 Year Brand Warranty on Handset,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,Null,3099,3.5,619
"LG K9 4G LTE (Black, 16 GB)",2500 mAh Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,Qualcomm Snapdragon Quad core Processor,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4999,4,145
"Voto V2i (Rose Gold, 32 GB)",3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) HD Display,Spreadtrum SC9832 Cortex A7 Processor,2 GB RAM | 32 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,5124,3.6,96
"Vivo Y81 (Black, 32 GB)",3260 mAh Battery,13MP Rear Camera | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,MT6762 (Helio P22) Processor,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12950,4.3,197
"OPPO F5 Youth (Black, 32 GB)",3200 mAh Battery,13MP Rear Camera | 16MP Front Camera,15.24 cm (6 inch) Full HD+ Display,MT6763T Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,6490,4.3,1191
"Samsung Galaxy M30s (White, 64 GB)",6000 mAh Battery,48MP Rear Camera | 16MP Front Camera,16.26 cm (6.4 inch) Full HD Display,Exynos 9611 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,1 Year Manufacturer Warranty,14399,4.3,299
"Redmi 7 (Lunar Red, 32 GB)",4000 mAh Battery,12MP Rear Camera,15.9 cm (6.26 inch) Display,12 Months,2 GB RAM | 32 GB ROM,Null,7999,4.3,1036
"Redmi Note 7 Pro (Neptune Blue, 64 GB)",4000 mAh Li-polymer Battery,48MP + 5MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 675 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Splash Proof - Protected by P2i,10999,4.5,71691
"vivo U20 (Blaze blue, 64 GB)",5000 mAh Battery,16MP Rear Camera,16.59 cm (6.53 inch) Display,12 Months,6 GB RAM | 64 GB ROM,Null,12669,4.1,33
"Yu Yunique 2 (Champagne, 16 GB)",2500 mAh Lithium Ion Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,MediaTek MT6737 Quad Core 1.3 GHz Processor,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,Brand Warranty of 1 Year,4799,3.8,3676
"Yu Yunique 2 (Coal Black, 16 GB)",2500 mAh Lithium Ion Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,MediaTek MT6737 Quad Core 1.3 GHz Processor,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,Brand Warranty of 1 Year,5999,3.8,3676
"OPPO A83 (Red, 16 GB)",3180 mAh Battery,13MP Rear Camera | 8MP Front Camera,14.48 cm (5.7 inch) HD Display,MT6763T Processor,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,7450,4.2,36
"Karbonn Platinum P9 (Stary Black Blue, 16 GB)",2500 mAh Battery,8MP Rear Camera,13.84 cm (5.45 inch) Display,1 Year Manufacturer Warranty,2 GB RAM | 16 GB ROM,Null,4249,3.7,145
"Redmi 8A (Ocean Blue, 32 GB)",5000 mAh Battery,12MP Rear Camera | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,Qualcomm Snapdragon 439 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,7499,4.3,10076
"Motorola One Macro (Space Blue, 64 GB)",4000 mAh Battery,13MP + 2MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MediaTek Helio P70 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Dedicated Macro Camera,9999,4.2,2151
"Gionee F10 (Black, 32 GB)",3550 mAh Li Polymer Battery,13MP + 2MP | 8MP Front Camera,15.47 cm (6.09 inch) HD+ Display,Spreadtrum Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile,6999,4.2,66
"Lenovo K9 Note (Gold, 64 GB)",3760 mAh Battery,16MP + 2MP | 8MP Front Camera,15.21 cm (5.99 inch) HD+ Display,Qualcomm Snapdragon SDM450 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,7499,4.1,129
"LG G Pro 2 (Titan, 16 GB)",3200 mAh Battery,13MP Rear Camera | 2.1MP Front Camera,14.99 cm (5.9 inch) Full HD Display,Qualcomm MSM8974 Snapdragon 800 Krait 400 Processor,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,1 Year Manufacturer Warranty,42021,4.6,75
"Redmi Note 7 Pro (Nebula Red, 64 GB)",4000 mAh Li-polymer Battery,48MP + 5MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 675 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Splash Proof - Protected by P2i,10999,4.5,71691
"Micromax Canvas Xpress A99 (Silver, 8 GB)",1950 mAh Li-Ion Battery,5MP Rear Camera | 0.3MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,ARM 7 MTK6582V/X Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,1 Year for Mobile & 6 Months for Accessories,6999,3.8,96
"Panasonic Eluga Ray 530 (Black, 32 GB)",3000 mAh Li-ion Polymer Battery,13MP Rear Camera | 5MP Front Camera,14.48 cm (5.7 inch) HD+ Display,MT6739WA Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,5990,4.1,648
"Meizu M5 (Gold, 32 GB)",3070 mAh Battery,13MP Rear Camera | 5MP Front Camera,13.21 cm (5.2 inch) HD Display,Mediatek 0 Octa Core 1.5GHz Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,1 Year Manufacturer Warranty,8999,3.8,502
"Realme 3 Pro (Lightning Purple, 64 GB)",4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,VooC Flash Charge 3.0,13999,4.5,40406
"Realme 3 Pro (Nitro Blue, 64 GB)",4045 mAh Battery,16MP + 5MP | 25MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Dual Nano SIM Slot and Memory Card Slot,13999,4.5,40406
"Ringme ME 10 Pro (Black, 16 GB)",2800 mAh Battery,5MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD Display,Quad Core Processor,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,3 Month,5499,4.3,0
"Ringme ME 10 Pro (Blue, 16 GB)",2800 mAh Battery,5MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD Display,Quad Core Processor,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,3 Month,5498,4.3,0
"ITEL IT1553 (SPACE GRAY, 16 GB)",5050 mAh Battery,8MP Rear Camera,13.97 cm (5.5 inch) Display,6 MONTHS,1 GB RAM | 16 GB ROM,Null,3530,3.1,2
"Samsung Galaxy S10e (Prism Black, 128 GB)",3100 mAh Lithium-ion Battery,16MP + 12MP | 10MP Front Camera,14.73 cm (5.8 inch) Full HD+ Display,Exynos 9 9820 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,59000,4.5,95
"Panasonic Eluga A3 (Grey, 16 GB)",4000 mAh Li-ion Polymer Battery,13MP Rear Camera | 8MP Front Camera,13.21 cm (5.2 inch) HD Display,MediaTek MTK6737 Quad Core 1.25 GHz Processor,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4990,3.8,1634
"Asus ZenFone Max M2 (Blue, 64 GB)",4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,Qualcomm Snapdragon 632 Octa Core Processor,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8999,4.3,2577
"LG Spirit 4G LTE (Black Titan, 8 GB)",2100 mAh Battery,8MP Rear Camera | 1.3MP Front Camera,11.94 cm (4.7 inch) HD Display,1 Year Manufacturer Warranty,1 GB RAM | 8 GB ROM,Null,5499,3.7,77
"Lenovo VIBE P1 (Grey, 32 GB)",4900 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD Display,Qualcomm Snapdragon 615 64-bit Processor,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,15999,4.1,3277
"Samsung Galaxy S20 Ultra (Cosmic Black, 128 GB)",5000 mAh Lithium-ion Battery,108 MP + 48 MP + 12 MP + VGA Depth Camera | 40MP Front Camera,17.53 cm (6.9 inch) Quad HD+ Display,Exynos 990 Processor,12 GB RAM | 128 GB ROM | Expandable Upto 1 TB,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,97999,4.3,16
"Moto C Plus (Fine Gold, 16 GB)",4000 mAh Battery,8MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,Mediatek MTK6737 Quad Core 1.3Ghz Processor,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,6999,4.1,54684
"XOLO ERA 2-4G with VoLTE (Pyramid Gold, 8 GB)",2350 mAh Li-Ion Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) FWVGA Display,0 32-bit Quad Core 1.3GHz Processor,1 GB RAM | 8 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3999,3.9,1929
"XOLO ERA 2-4G with VoLTE (Black, 8 GB)",2350 mAh Li-Ion Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) FWVGA Display,0 32-bit Quad Core 1.3GHz Processor,1 GB RAM | 8 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4099,3.9,1929
"XOLO ERA 2-4G with VoLTE (Nile Blue, 8 GB)",2350 mAh Li-Ion Battery,5MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) FWVGA Display,32-bit Processor,1 GB RAM | 8 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4099,3.9,1929
"Tecno Camon i4 (Aqua Blue, 64 GB)",3500 mAh Battery,13MP + 8MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,"Tecno 111 Promise: One Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Null,11500,4.3,16
"Redmi Y2 (Rose Gold, 64 GB)",3080 mAh Li Polymer Battery,12MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) HD+ Display,Qualcomm Snapdragon 625 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8499,4.4,1867
"Lava Z53 (Prism Blue, 16 GB)",4120 mAh Li-polymer Battery,8MP Rear Camera | 5MP Front Camera,15.49 cm (6.1 inch) Display,UniSoC SC9832E Processor,1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,5499,3.9,7
"Itel A44 Pro (Champagne, 16 GB)",2400 mAh Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) Display,1 year manufacturer warranty,2 GB RAM | 16 GB ROM,Null,5090,4.3,12
"Samsung Galaxy On Nxt (Gold, 16 GB)",3300 mAh Li-ion Battery,13MP Rear Camera | 8MP Front Camera,13.97 cm (5.5 inch) Full HD Display,Exynos 7870 Octa Core 1.6 GHz Processor,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year,11200,4.3,55351
"Tecno Camon i Sky (midnight black, 16 GB)",3050 mAh Battery,13MP Rear Camera,13.84 cm (5.45 inch) Display,12 Months,2 GB RAM | 16 GB ROM,Null,7999,4.1,23
"Redmi Note 5 (Black, 32 GB)",4000 mAh Li Polymer Battery,12MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,Qualcomm Snapdragon 625 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8299,4.4,43588
"Redmi Go (Blue, 16 GB)",3000 mAh Li Polymer Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,Qualcomm Snapdragon 425 Processor,1 GB RAM | 16 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4999,4.3,13123
"Mobiistar C1 Shine (Gold, 16 GB)",3000 mAh Battery,13MP Rear Camera,13.46 cm (5.3 inch) Display,1  Year Manufacture Warranty,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,Null,3990,4.1,79
"Panasonic P55 Novo (Midnight Blue, 16 GB)",2500 mAh Battery,13MP Rear Camera | 5MP Front Camera,13.46 cm (5.3 inch) HD Display,0 0 Octa Core 1.3GHz Processor,3 GB RAM | 16 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,6190,3.9,251
"Karbonn A19 (Black Silver, 4 GB)",1600 mAh Battery,8MP Rear Camera,12.7 cm (5 inch) FWVGA Display,1 Year for Mobile & 6 Months for Accessories,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,Null,6999,3.3,8
"LG Q7+ (Black, 64 GB)",3000 mAh Battery,16MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD+ Display,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Null,13999,3.4,6
"Nokia 6.1 Plus (Blue, 64 GB)",3060 mAh Battery,16MP + 5MP | 16MP Front Camera,14.73 cm (5.8 inch) Full HD+ Display,Qualcomm Snapdragon 636 Octacore Processor,6 GB RAM | 64 GB ROM | Expandable Upto 400 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,11990,4.1,185
"Lava A82 (Gold/GoldM, 8 GB)",2000 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) FWVGA Display,SC7731C Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year,3749,3.6,172
"Micromax Bharat 4 (Blue, 8 GB)",2000 mAh Battery,5MP + 5MP | 2MP + 2MP Dual Front Camera,12.7 cm (5 inch) FWVGA Display,12 Months Brand Warranty,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,Null,3998,3.8,105
"Redmi Note 5 (Rose Gold, 32 GB)",4000 mAh Li Polymer Battery,12MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,Qualcomm Snapdragon 625 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,7999,4.4,43588
"Vivo U20 (Racing Black, 64 GB)",5000 mAh Battery,16MP Rear Camera,16.59 cm (6.53 inch) Display,NA,6 GB RAM | 64 GB ROM,Null,11998,4.1,33
"XOLO Q600 (White, 4 GB)",2000 mAh Battery,5MP Rear Camera | 0.3MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,1 Year for Mobile & 6 Months for Accessories,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,Null,6935,4.1,37
"OPPO R17 (Ambient Blue, 128 GB)",3500 mAh Battery,16MP Rear Camera,16.26 cm (6.4 inch) Display,1 year manufacturer warranty,8 GB RAM | 128 GB ROM,Null,22999,Null,Null
"Gome U7 (Blue, 128 GB)",3100 mAh Battery,13MP Rear Camera | 13MP Front Camera,15.21 cm (5.99 inch) Full HD Display,6 Month warranty other than breakage,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Null,9998,3.4,3
"Asus ZenFone Max M1 (Black, 32 GB)",4000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,Qualcomm Snapdragon 430 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,6499,4.1,17701
"Vivo Y71 (Matte Black, 16 GB)",3360 mAh Li-ion Battery,13MP Rear Camera | 5MP Front Camera,15.24 cm (6 inch) HD+ Display,Qualcomm Snapdragon 425 Processor,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile,10999,4.3,415
"Samsung Galaxy A30s (Prism Crush Violet, 64 GB)",4000 mAh Li-ion Battery,25MP + 5MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) HD+ Display,Exynos 7904 Processor,4 GB RAM | 64 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,18900,4.3,298
"Moto M (Silver, 64 GB)",3050 mAh Li-Polymer Battery,16MP Rear Camera | 8MP Front Camera,13.97 cm (5.5 inch) Full HD Display,MediaTek Helio P15 64-bit Octa Core 2.2GHz Processor,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9999,3.9,13343
"Redmi 6A (Blue, 32 GB)",3000 mAh Battery,13MP Rear Camera,13.84 cm (5.45 inch) HD Display,Mediateck Processor,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,1 Year Manufacturer Warranty,6450,4.3,3666
"Lenovo K3 Note (Black, 16 GB)",2900 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD Display,ARM Cortex-A53 (MediaTek MT6752 64-bit 4G LTE) Processor,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year,7399,4,24533
"Asus ZenFone Max M2 (Black, 32 GB)",4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,Qualcomm Snapdragon 632 Octa Core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,7999,4.3,12649
"Panasonic Eluga L 4G (Radiant Blue, 8 GB)",2000 mAh Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,Qualcomm Snapdragon 410 Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3990,3.5,23
"LG V30+ (Silver, 128 GB)",3300 mAh Battery,16MP + 13MP | 5MP Front Camera,15.24 cm (6 inch) Quad HD+ Display,Qualcomm Snapdragon 835 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,24999,4.3,449
"Gome C7 Note (Gold, 16 GB)",3500 mAh Battery,13MP + 5MP + 13MP,15.21 cm (5.99 inch) Display,1 Year,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,Null,5999,4.7,1
"Mobiistar E1 Selfie (Gold, 32 GB)",3000 mAh Battery,13MP Rear Camera | 13MP Front Camera,13.84 cm (5.45 inch) HD+ Display,1 Year on Handset & 6 Months on Accessories,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,Null,5399,3.8,57
"Lenovo K3 Note (Black, 16 GB)",2900 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD Display,ARM Cortex-A53 (MediaTek MT6752 64-bit 4G LTE) Processor,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year,7399,4,24533
"Asus ZenFone Max M2 (Black, 32 GB)",4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,Qualcomm Snapdragon 632 Octa Core Processor,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,7999,4.3,12649
"Panasonic Eluga L 4G (Radiant Blue, 8 GB)",2000 mAh Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,Qualcomm Snapdragon 410 Processor,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3990,3.5,23
"LG V30+ (Silver, 128 GB)",3300 mAh Battery,16MP + 13MP | 5MP Front Camera,15.24 cm (6 inch) Quad HD+ Display,Qualcomm Snapdragon 835 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,24999,4.3,449
"Gome C7 Note (Gold, 16 GB)",3500 mAh Battery,13MP + 5MP + 13MP,15.21 cm (5.99 inch) Display,1 Year,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,Null,5999,4.7,1
"Mobiistar E1 Selfie (Gold, 32 GB)",3000 mAh Battery,13MP Rear Camera | 13MP Front Camera,13.84 cm (5.45 inch) HD+ Display,1 Year on Handset & 6 Months on Accessories,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,Null,5399,3.8,57
"Samsung Galaxy M20 (Ocean Blue, 32 GB)",5000 mAh Battery,13MP + 5MP | 8MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,3 GB RAM | 32 GB ROM | Expandable Upto 512 MB,Null,10990,4.3,147
