name,battery,camera,display,processor,memory,warranty,price,rating,reviews
"Redmi 8 (Ruby Red, 64 GB)",5000 mAh Battery,12MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,Qualcomm Snapdragon 439 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9999,4.4,55078
"Realme 5i (Aqua Blue, 64 GB)",5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Qualcomm Snapdragon 665 2 GHz Processor,4 GB RAM | 64 GB ROM,Sunrise Design,10999,4.5,20062
"Realme 5i (Aqua Blue, 128 GB)",5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Qualcomm Snapdragon 665 (2 GHz) Processor,4 GB RAM | 128 GB ROM,Sunrise Design,11999,4.5,20062
"Realme 5i (Forest Green, 128 GB)",5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Qualcomm Snapdragon 665 (2 GHz) Processor,4 GB RAM | 128 GB ROM,Sunrise Design,11999,4.5,20062
"Realme C2 (Diamond Blue, 32 GB)",4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek P22 Octa Core 2.0 GHz Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Dual Nano SIM slots and Memory Card Slot,7499,4.4,10091
"Realme C2 (Diamond Black, 32 GB)",4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek P22 Octa Core 2.0 GHz Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Dual Nano SIM slots and Memory Card Slot,7499,4.4,10091
"Realme C2 (Diamond Black, 32 GB)",4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek P22 Octa Core 2.0 GHz Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Dual Nano SIM slots and Memory Card Slot,6999,4.4,67674
"Realme C2 (Diamond Sapphire, 32 GB)",4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek P22 Octa Core 2.0 GHz Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Dual Nano SIM slots and Memory Card Slot,7499,4.4,10091
"Realme 5i (Forest Green, 64 GB)",5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Qualcomm Snapdragon 665 2 GHz Processor,4 GB RAM | 64 GB ROM,Sunrise Design,10999,4.5,20062
"Realme C2 (Diamond Ruby, 32 GB)",4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek P22 Octa Core 2.0 GHz Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Dual Nano SIM slots and Memory Card Slot,7499,4.4,10091
"Redmi 8 (Sapphire Blue, 64 GB)",5000 mAh Battery,12MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,Qualcomm Snapdragon 439 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9999,4.4,55078
"Redmi 8 (Onyx Black, 64 GB)",5000 mAh Battery,12MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,Qualcomm Snapdragon 439 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9999,4.4,55078
"Tecno Spark Power 2 (Ice Jadeite, 64 GB)",6000 mAh Li-ion Polymer Battery,16 MP + 5 MP + 2 MP + AI Lens | 16MP Front Camera,17.78 cm (7 inch) HD+ Display,MediaTek Helio P22 Octa Core Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,18 W Fast Charging,9999,4.3,2358
"Realme C3 (Volcano Grey, 32 GB)",5000 mAh Battery,12MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Helio G70 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8999,4.5,5641
"Realme C3 (Volcano Grey, 64 GB)",5000 mAh Battery,12MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Helio G70 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9999,4.5,8877
"Realme C2 (Diamond Blue, 32 GB)",4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,MediaTek P22 Octa Core 2.0 GHz Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Dual Nano SIM slots and Memory Card Slot,6999,4.4,67674
"Realme 6 (Comet Blue, 64 GB)",4300 mAh Battery,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,MediaTek Helio G90T Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,90 Hz Ultra Smooth Display,15999,4.4,4318
"POCO X2 (Phoenix Red, 128 GB)",4500 mAh Lithium-ion Polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm Snapdragon 730G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,18499,4.5,17578
"Infinix Hot 9 (Violet, 64 GB)",5000 mAh Li-ion Polymer Battery,13 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,MediaTek Helio P22 (64 bit) Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"1 Year Warranty on Phone, 6 Months Warranty on Accessories",9499,4.5,2263
"Infinix Hot 9 (Ocean Wave, 64 GB)",5000 mAh Li-ion Polymer Battery,13 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,MediaTek Helio P22 (64 bit) Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"1 Year Warranty on Phone, 6 Months Warranty on Accessories",9499,4.5,2263
"Realme 6i (Lunar White, 64 GB)",4300 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,MediaTek Helio G90T Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,14999,4.5,532
"Realme 6i (Lunar White, 64 GB)",4300 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,MediaTek Helio G90T Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12999,4.5,1953
"Realme 6i (Eclipse Black, 64 GB)",4300 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,MediaTek Helio G90T Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12999,4.5,1953
"Realme 6i (Eclipse Black, 64 GB)",4300 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,MediaTek Helio G90T Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,14999,4.5,532
"OPPO A9 2020 (Space Purple, 128 GB)",5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,Qualcomm SM6125 Processor,4 GB RAM | 128 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12990,4.3,4140
"Motorola One Fusion+ (Moonlight White, 128 GB)",5000 mAh Lithium Polymer Battery,64MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,Qualcomm Snapdragon 730G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,1 Year on Handset and 6 Months on Accessories,17499,4.4,2584
"Realme Narzo 10A (So White, 32 GB)",5000 mAh Lithium-ion Battery,12MP + 2MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,MediaTek Helio G70 (12 nm) Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8999,4.5,3204
"Realme Narzo 10A (So Blue, 64 GB)",5000 mAh Lithium-ion Battery,12MP + 2MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,MediaTek Helio G70 (12 nm) Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9999,4.5,2170
"Realme Narzo 10A (So White, 64 GB)",5000 mAh Lithium-ion Battery,12MP + 2MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,MediaTek Helio G70 (12 nm) Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9999,4.5,2170
"Realme Narzo 10A (So Blue, 32 GB)",5000 mAh Lithium-ion Battery,12MP + 2MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,MediaTek Helio G70 (12 nm) Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8999,4.5,3204
"Infinix Smart 4 Plus (Midnight Black, 32 GB)",6000 mAh Lithium-ion Polymer Battery,13MP + Depth Sensor | 8MP Front Camera,17.32 cm (6.82 inch) HD+ Display,Mediatek Helio A25 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,1 Year on Handset and 6 Months on Accessories,7999,4.4,1667
"POCO M2 Pro (Green and Greener, 64 GB)",5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm Snapdragon 720G Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"1 Year for Handset, 6 Months for Accessories",13999,4.5,421
"POCO M2 Pro (Green and Greener, 64 GB)",5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm Snapdragon 720G Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"1 Year for Handset, 6 Months for Accessories",14999,4.5,1721
"OPPO A5s (Blue, 64 GB)",4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MTK MT6765 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9990,4.3,588
"POCO M2 Pro (Out of the Blue, 64 GB)",5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm Snapdragon 720G Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"1 Year for Handset, 6 Months for Accessories",13999,4.5,421
"Vivo Y91i (Ocean Blue, 32 GB)",4030 mAh Li-ion Battery,13MP Rear Camera | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,MTK Helio P22 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,7880,4.3,1698
"Vivo Y12 (Burgundy Red, 64 GB)",5000 mAh Battery,13MP + 2MP + 8MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,MediaTek Helio P22 Processor,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,10990,4.4,1210
"Vivo Y12 (Aqua Blue, 64 GB)",5000 mAh Battery,13MP + 2MP + 8MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,MediaTek Helio P22 Processor,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,10990,4.4,1210
"Vivo Y15 (Aqua Blue, 64 GB)",5000 mAh Battery,13MP + 2MP + 8MP | 16MP Front Camera,16.13 cm (6.35 inch) HD+ Display,MediaTek Helio P22 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12990,4.4,1714
"Vivo Y15 (Burgundy Red, 64 GB)",5000 mAh Battery,13MP + 2MP + 8MP | 16MP Front Camera,16.13 cm (6.35 inch) HD+ Display,MediaTek Helio P22 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12990,4.4,1714
"Realme 6 (Comet White, 128 GB)",4300 mAh Battery,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,MediaTek Helio G90T Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,90 Hz Ultra Smooth Display,17999,4.4,2740
"Vivo Y11 (Agate Red, 32 GB)",5000 mAh Battery,13MP + 2MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,SDM439 Processor,3 GB RAM | 32 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9890,4.4,405
"Realme 5 Pro (Sparkling Blue, 128 GB)",4035 mAh Battery,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,VOOC Flash Charge 3.0,16999,4.5,7223
"Realme 5 Pro (Sparkling Blue, 64 GB)",4035 mAh Battery,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,VOOC Flash Charge 3.0,14999,4.5,9978
"Infinix Hot 9 Pro (Violet, 64 GB)",5000 mAh Li-ion Polymer Battery,48 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,MediaTek Helio P22 (64 bit) Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"1 Year Warranty on Phone, 6 Months Warranty on Accessories",10499,4.5,1760
"Redmi Note 8 Pro (Shadow Black, 128 GB)",4500 mAh Li-polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,MediaTek Helio G90T Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"1 Year Warranty on Phone, 6 Months Warranty on Accessories",17499,4.4,5309
"Infinix Smart 4 Plus (Ocean Wave, 32 GB)",6000 mAh Lithium-ion Polymer Battery,13MP + Depth Sensor | 8MP Front Camera,17.32 cm (6.82 inch) HD+ Display,Mediatek Helio A25 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,1 Year on Handset and 6 Months on Accessories,7999,4.4,1667
"Infinix Hot 9 Pro (Ocean Wave, 64 GB)",5000 mAh Li-ion Polymer Battery,48 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,MediaTek Helio P22 (64 bit) Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"1 Year Warranty on Phone, 6 Months Warranty on Accessories",10499,4.5,1760
"Realme 5 Pro (Crystal Green, 128 GB)",4035 mAh Battery,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,VOOC Flash Charge 3.0,16999,4.5,7223
"Realme 5 Pro (Chroma White, 64 GB)",4035 mAh Battery,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,VOOC Flash Charge 3.0,14999,4.5,9978
"Realme 5 Pro (Chroma White, 128 GB)",4035 mAh Battery,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,VOOC Flash Charge 3.0,16999,4.5,7223
"Realme 5 Pro (Crystal Green, 64 GB)",4035 mAh Battery,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,VOOC Flash Charge 3.0,14999,4.5,9978
"OPPO Reno2 F (Lake Green, 256 GB)",4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,MTK MT6771V(P70) 64bit Processor,6 GB RAM | 256 GB ROM,Brand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories,17990,4.5,210
"OPPO Reno2 F (Sky White, 256 GB)",4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,MTK MT6771V(P70) 64bit Processor,6 GB RAM | 256 GB ROM,Brand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories,17990,4.5,210
"Vivo Z1x (Fusion Blue, 64 GB)",4500 mAh Li-ion Battery,48MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,Qualcomm Snapdragon 712 AIE Processor,6 GB RAM | 64 GB ROM,22.5 W Vivo Flash Charge,16990,4.4,16078
"Vivo Z1x (Phantom Purple, 64 GB)",4500 mAh Li-ion Battery,48MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,Qualcomm Snapdragon 712 AIE Processor,6 GB RAM | 64 GB ROM,22.5 W Vivo Flash Charge,16990,4.4,16078
"Vivo Z1x (Fusion Blue, 128 GB)",4500 mAh Li-ion Battery,48MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,Qualcomm Snapdragon 712 AIE Processor,8 GB RAM | 128 GB ROM,22.5 W Vivo Flash Charge,18990,4.4,2295
"Vivo Y11 (Mineral Blue, 32 GB)",5000 mAh Battery,13MP + 2MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,SDM439 Processor,3 GB RAM | 32 GB ROM,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9890,4.4,405
"POCO M2 Pro (Two Shades of Black, 128 GB)",5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm Snapdragon 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"1 Year for Handset, 6 Months for Accessories",16999,4.5,1721
"Realme X3 (Arctic White, 128 GB)",4200 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.69 cm (6.57 inch) Full HD+ Display,Qualcomm Snapdragon 855+ Processor,6 GB RAM | 128 GB ROM,120 Hz Smooth Display,24999,4.4,101
"Infinix Smart 4 Plus (Violet, 32 GB)",6000 mAh Lithium-ion Polymer Battery,13MP + Depth Sensor | 8MP Front Camera,17.32 cm (6.82 inch) HD+ Display,Mediatek Helio A25 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,1 Year on Handset and 6 Months on Accessories,7999,4.4,1667
"POCO M2 Pro (Out of the Blue, 128 GB)",5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,Qualcomm Snapdragon 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"1 Year for Handset, 6 Months for Accessories",16999,4.5,1721
"Vivo U10 (Thunder Black, 32 GB)",5000 mAh Li-ion Battery,13MP + 8MP + 2MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,Qualcomm Snapdragon 665 AIE Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,18 W Fast Charging,10990,4.4,2599
"Realme X2 (Pearl Blue, 128 GB)",4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Qualcomm Snapdragon 730G Processor,8 GB RAM | 128 GB ROM,30W VOOC 4.0 Fast Charger,20999,4.5,4405
"OPPO A5s (Gold, 64 GB)",4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MTK MT6765 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9990,4.3,588
"OPPO A5s (Green, 64 GB)",4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,MTK MT6765 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9990,4.3,588
"OPPO A31 (Fantasy White, 64 GB)",4230 mAh Battery,12MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,MediaTek Helio P35 ((MT6765V/CB) (4 x Cortex-A53L + 4 x Cortex-A53LL) 12 nm 64-bit Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,12490,4.3,840
"OPPO A31 (Mystery Black, 64 GB)",4230 mAh Battery,12MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,MediaTek Helio P35 ((MT6765V/CB) (4 x Cortex-A53L + 4 x Cortex-A53LL) 12 nm 64-bit Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,12490,4.3,840
"Redmi 8A Dual (Sea Blue, 64 GB)",5000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439  Processor,3 GB RAM | 64 GB ROM,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,9899,4.2,170
"Redmi 8A Dual (Sky White, 32 GB)",5000 mAh Battery,13MP + 2MP | 8MP Dual Front Camera,15.8 cm (6.22 inch) Full HD+ Display,Snapdragon 439 octa core processor Processor,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,8345,4.2,310
"OPPO F15 (Blazing Blue, 128 GB)",4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,MediaTek Helio P70 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,16990,4.3,19
"OPPO F15 (Lightening Black, 128 GB)",4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,MediaTek Helio P70 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,16990,4.3,19
"Vivo Y91i (Fusion Black, 32 GB)",4030 mAh Li-ion Battery,13MP Rear Camera | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,MTK Helio P22 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,7880,4.3,1698
"Vivo Y50 (Iris Blue, 128 GB)",5000 mAh Lithium-ion Battery,13MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.59 cm (6.53 inch) Display,Qualcomm Snapdragon 665 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,17990,4.4,237
"Realme X2 (Pearl Blue, 256 GB)",4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,Qualcomm Snapdragon 730G Processor,8 GB RAM | 256 GB ROM,30W VOOC 4.0 Fast Charger,22999,4.5,4405
"Vivo Y30 (Dazzle Blue, 128 GB)",5000 mAh Lithium-ion Battery,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.43 cm (6.47 inch) HD+ Display,MediaTek Helio P35 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,1 Year for Device and 6 Months for In-box Accessories,14990,4.3,89
"Vivo Y30 (Emerald Black, 128 GB)",5000 mAh Lithium-ion Battery,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.43 cm (6.47 inch) HD+ Display,MediaTek Helio P35 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,1 Year for Device and 6 Months for In-box Accessories,14990,4.3,89
"OPPO A12 (Black, 32 GB)",4230 mAh Battery,13MP + 2MP | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,MediaTek Helio P35 (MT6765V/CB) Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,9990,4.3,994
"OPPO A12 (Black, 64 GB)",4230 mAh Battery,13MP + 2MP | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,MediaTek Helio P35 (MT6765V/CB) Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,11490,4.3,77
"Redmi 8 (Ruby Red, 64 GB)",5000 mAh Battery,12MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,Qualcomm Snapdragon 439 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9999,4.4,55078
"Realme 5i (Aqua Blue, 64 GB)",5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Qualcomm Snapdragon 665 2 GHz Processor,4 GB RAM | 64 GB ROM,Sunrise Design,10999,4.5,20062
"Realme 5i (Aqua Blue, 128 GB)",5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Qualcomm Snapdragon 665 (2 GHz) Processor,4 GB RAM | 128 GB ROM,Sunrise Design,11999,4.5,20062
"Realme 5i (Forest Green, 128 GB)",5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,Qualcomm Snapdragon 665 (2 GHz) Processor,4 GB RAM | 128 GB ROM,Sunrise Design,11999,4.5,20062
